TARGET_FLAG,TARGET_AMT,AGE,BLUEBOOK,CAR_AGE,CAR_TYPE,CAR_USE,CLM_FREQ,EDUCATION,HOMEKIDS,HOME_VAL,INCOME,JOB,KIDSDRIV,MSTATUS,MVR_PTS,OLDCLAIM,PARENT1,RED_CAR,REVOKED,SEX,TIF,TRAVTIME,URBANICITY,YOJ,CAR_TYPE_Minivan,CAR_TYPE_PanelTruck,CAR_TYPE_Pickup,CAR_TYPE_SUV,CAR_TYPE_SportsCar,CAR_TYPE_Van,CAR_USE_Commercial,CAR_USE_Private,EDUCATION_<HighSchool,EDUCATION_Bachelors,EDUCATION_HighSchool,EDUCATION_Masters,EDUCATION_PhD,JOB_BlueCollar,JOB_Clerical,JOB_Doctor,JOB_HomeMaker,JOB_Lawyer,JOB_Manager,JOB_NotInf,JOB_Professional,JOB_Student,KIDSDRIV_0,KIDSDRIV_1,MSTATUS_No,MSTATUS_Yes,PARENT1_No,PARENT1_Yes,RED_CAR_No,RED_CAR_Yes,REVOKED_No,REVOKED_Yes,SEX_F,SEX_M,URBANICITY_Rural,URBANICITY_Urban
1,12536.315019,36.0,19050,13.0,Minivan,Private,0,Bachelors,2,0.0,88236.0,Professional,1,No,5,0,Yes,No,Yes,F,1,20,Urban,8.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1
1,4979.0,46.0,22610,8.0,PanelTruck,Commercial,2,Bachelors,0,139416.0,41077.0,Professional,0,Yes,3,2161,No,Yes,No,M,9,26,Urban,6.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1
0,0.0,52.0,22480,10.0,Minivan,Private,0,PhD,0,430785.0,161142.0,Doctor,0,No,1,0,No,No,No,F,7,41,Urban,10.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1
1,1102.0,46.0,27620,6.0,Pickup,Commercial,0,Bachelors,0,162891.0,50272.0,BlueCollar,0,Yes,0,0,No,No,No,F,1,55,Urban,14.0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1
1,5007.0,30.0,8850,10.0,Pickup,Private,2,HighSchool,1,150500.0,43453.0,Clerical,0,Yes,5,31658,No,Yes,Yes,M,8,49,Urban,12.0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1
0,0.0,53.0,10850,10.0,Minivan,Private,0,HighSchool,0,194669.0,40473.0,Clerical,0,No,0,0,No,Yes,No,M,11,27,Urban,11.020431254779732,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1
1,4167.0,56.0,8900,8.0,SUV,Private,2,Bachelors,0,0.0,68485.0,Professional,0,No,7,6281,No,No,No,F,6,62,Urban,14.0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1
0,0.0,52.0,30160,10.0,Pickup,Commercial,0,Bachelors,1,184637.0,46464.0,Professional,1,No,3,0,Yes,No,No,F,6,44,Rural,10.963364733472197,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0
1,2493.0,47.0,9640,7.0,Pickup,Commercial,2,HighSchool,0,0.0,34362.0,BlueCollar,0,No,7,33018,No,No,Yes,M,6,28,Urban,9.0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1
0,0.0,33.0,17970,8.0,Minivan,Private,2,HighSchool,3,0.0,9157.0,Student,0,Yes,4,5548,No,No,No,F,6,35,Urban,15.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,1
1,3780.0,52.0,9800,11.0,Minivan,Commercial,3,Bachelors,0,240387.0,72632.0,BlueCollar,0,No,0,30167,No,Yes,Yes,M,1,19,Urban,12.0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1
0,0.0,37.0,14400,6.9020660100380535,Minivan,Private,0,HighSchool,0,0.0,0.0,HomeMaker,0,No,0,0,No,No,No,F,4,54,Rural,0.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
0,0.0,44.0,10630,14.0,Pickup,Private,1,Masters,0,0.0,68770.0,Manager,0,No,0,8924,No,Yes,No,M,1,23,Urban,8.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1
0,0.0,45.0,33160,28.0,Van,Commercial,0,Masters,3,189813.0,60945.0,Manager,0,Yes,0,0,No,No,No,F,1,27,Urban,16.0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1
0,0.0,52.0,1670,1.0,SportsCar,Private,0,HighSchool,0,0.0,1702.0,HomeMaker,0,Yes,0,0,No,No,No,F,1,40,Rural,13.0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0
0,0.0,51.0,28290,21.0,Pickup,Commercial,4,Masters,0,0.0,54804.0,NotInf,0,No,3,6746,No,No,No,F,1,26,Urban,7.0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1
0,0.0,42.0,7920,15.0,Pickup,Private,0,Masters,2,127123.0,22155.0,Lawyer,1,Yes,0,0,No,Yes,No,M,6,30,Urban,15.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
0,0.0,42.0,12200,6.0,SUV,Private,0,Masters,0,210955.0,65037.0,Lawyer,0,Yes,2,0,No,No,No,F,3,9,Urban,12.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1
0,0.0,39.0,16230,7.0,Minivan,Commercial,0,HighSchool,2,0.0,3612.0,Student,0,No,2,0,Yes,No,Yes,F,14,69,Rural,12.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1,3562.0,16.0,4270,11.0,Minivan,Private,0,HighSchool,3,74994.0,11719.0,Clerical,0,Yes,2,0,No,Yes,No,M,4,51,Urban,11.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1
0,0.0,46.0,16100,8.51366327592176,SUV,Private,0,Masters,0,346916.0,100018.0,Manager,0,Yes,0,0,No,No,No,F,13,5,Urban,12.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1
0,0.0,43.0,9690,15.0,Pickup,Private,0,Masters,0,256801.0,69479.0,Professional,0,Yes,2,0,No,Yes,Yes,M,4,53,Urban,10.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1
0,0.0,28.0,11440,1.0,SUV,Private,0,HighSchool,1,123109.0,20852.0,HomeMaker,0,Yes,0,0,No,No,No,F,4,5,Urban,9.353769815295848,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1
0,0.0,62.0,19540,10.39429910066525,Pickup,Commercial,0,Bachelors,0,198919.0,41444.0,Professional,0,Yes,4,0,No,Yes,No,M,4,64,Rural,14.0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0
0,0.0,50.0,20230,9.0,SUV,Private,0,Bachelors,0,0.0,24833.0,Clerical,0,No,0,0,No,No,No,F,12,38,Rural,14.0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
0,0.0,46.0,23270,9.0,Minivan,Private,3,Masters,0,266348.0,85384.0,Manager,0,No,2,5462,No,No,No,M,7,44,Urban,6.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1
1,4859.0,60.0,34800,11.0,PanelTruck,Commercial,2,Masters,0,0.0,135747.0,Professional,0,No,0,3306,No,No,No,M,13,21,Urban,13.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1
0,0.0,41.0,13910,8.008707281701504,Minivan,Private,0,HighSchool,0,136808.0,28803.0,Clerical,0,Yes,0,0,No,Yes,No,M,6,21,Rural,13.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0
1,6042.0,39.0,11490,2.0,SportsCar,Private,1,HighSchool,1,163729.0,22271.0,Clerical,1,Yes,2,25260,No,No,No,F,7,11,Rural,15.0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0
0,0.0,53.0,21190,18.0,Van,Private,0,Masters,0,225278.0,73714.0,Lawyer,0,Yes,0,0,No,Yes,No,M,4,49,Rural,15.0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0
0,0.0,38.0,20880,18.0,Van,Commercial,0,Masters,0,391294.0,148642.0,NotInf,0,Yes,0,0,No,No,No,M,1,30,Urban,6.0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1
0,0.0,39.0,39520,13.0,Van,Private,0,PhD,3,421956.0,164047.0,Manager,0,No,0,0,Yes,No,No,F,7,16,Urban,13.0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1
0,0.0,40.0,34050,6.0,PanelTruck,Commercial,0,HighSchool,0,203008.0,58328.0,Professional,0,Yes,2,0,No,No,No,M,1,46,Urban,10.171900519205998,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1
0,0.0,53.0,14880,9.0,Minivan,Private,0,Masters,0,0.0,30963.0,Lawyer,0,No,2,0,No,Yes,No,M,1,29,Rural,11.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0
0,0.0,40.0,20290,1.0,Pickup,Commercial,2,HighSchool,0,156336.0,33536.0,Clerical,0,Yes,0,1365,No,No,No,F,6,36,Rural,7.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0
1,7618.646667899999,48.0,8020,1.0,SUV,Commercial,1,HighSchool,0,189120.0,65240.0,BlueCollar,0,No,0,846,No,No,No,F,4,5,Urban,11.0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1
0,0.0,53.0,23340,10.0,SportsCar,Private,2,Bachelors,0,0.0,67923.0,Manager,0,No,0,21838,No,No,No,F,1,54,Urban,11.020431254779732,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1
0,0.0,43.0,1500,1.0,SportsCar,Private,0,<HighSchool,0,119608.0,300.0,HomeMaker,0,Yes,1,0,No,No,No,F,4,44,Rural,12.0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0
0,0.0,55.0,38230,8.0,Minivan,Private,0,Masters,0,0.0,123807.0,Manager,0,No,1,0,No,Yes,No,M,1,36,Urban,10.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1
0,0.0,50.0,34250,4.0,Pickup,Commercial,0,PhD,0,499296.0,175098.0,NotInf,0,Yes,3,0,No,No,No,F,7,44,Urban,13.0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1
1,2738.0,47.0,6620,8.0,Pickup,Commercial,3,HighSchool,0,0.0,0.0,Student,0,Yes,1,4093,No,Yes,No,M,1,33,Urban,10.62469914764663,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1
1,4941.0,48.0,14140,1.0,SUV,Private,3,HighSchool,0,167105.0,51920.0,Professional,0,Yes,0,40023,No,No,Yes,F,1,31,Urban,12.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1
0,0.0,41.0,5600,1.0,SUV,Private,3,HighSchool,3,0.0,52073.0,Clerical,0,No,5,2405,Yes,No,No,F,6,25,Urban,12.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1
1,1842.0,40.0,13780,9.0,SUV,Commercial,3,Bachelors,0,0.0,82813.0,BlueCollar,0,No,0,8593,No,No,No,F,11,51,Urban,7.0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1
0,0.0,42.0,23300,14.0,PanelTruck,Commercial,1,PhD,0,382673.0,131050.0,NotInf,0,No,3,958,No,Yes,No,M,6,30,Urban,12.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1
0,0.0,40.0,10940,9.0,Pickup,Commercial,0,HighSchool,0,0.0,17885.0,Student,0,No,1,0,No,No,No,M,11,54,Rural,6.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0
0,0.0,51.0,19270,10.0,SUV,Private,0,Masters,0,342601.0,121237.0,Lawyer,0,Yes,3,0,No,No,No,F,9,16,Urban,13.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1
0,0.0,56.0,33150,1.0,Minivan,Private,0,Bachelors,0,324250.0,105111.0,Professional,0,Yes,0,0,No,No,No,M,1,63,Rural,13.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0
0,0.0,64.0,28640,7.0,Minivan,Private,0,Bachelors,0,0.0,18690.0,Manager,0,No,0,0,No,Yes,No,M,7,31,Urban,15.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1
1,5032.0,50.0,9980,1.0,Pickup,Commercial,4,HighSchool,0,173613.0,52913.0,BlueCollar,0,Yes,4,3368,No,Yes,No,M,3,37,Urban,13.0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1
1,2522.0,44.0,28630,16.0,PanelTruck,Commercial,1,Masters,3,318540.0,115100.0,NotInf,1,Yes,9,3440,No,No,Yes,M,1,37,Urban,10.666831500875624,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1
0,0.0,40.0,10790,14.0,SUV,Private,4,PhD,0,94291.0,419.0,HomeMaker,0,Yes,0,5304,No,No,No,F,4,25,Urban,12.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1
1,7170.0,42.0,20390,7.0,SportsCar,Private,0,HighSchool,0,194098.0,47983.0,Manager,0,No,0,0,No,No,No,F,6,44,Urban,9.0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1
0,0.0,56.0,7100,11.0,SUV,Private,0,Masters,0,296366.0,104029.0,Lawyer,0,Yes,2,0,No,No,Yes,F,7,34,Urban,15.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1
1,5582.0,54.0,6900,15.0,Pickup,Private,0,Masters,0,312734.0,107009.0,Lawyer,0,Yes,0,0,No,Yes,No,M,1,25,Urban,14.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1
0,0.0,45.0,27410,10.0,SUV,Private,0,Bachelors,2,224065.0,46846.0,Manager,0,Yes,0,0,No,No,Yes,F,1,49,Urban,9.0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1
0,0.0,49.0,17520,9.0,Van,Private,0,Masters,0,238630.0,69515.0,Lawyer,0,No,1,0,No,No,No,M,7,27,Urban,10.0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1
0,0.0,35.0,7430,18.0,SUV,Private,0,Masters,0,248221.0,90519.0,Lawyer,0,Yes,4,0,No,No,No,F,1,34,Urban,10.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1
0,0.0,40.0,20630,11.0,Minivan,Private,0,PhD,1,0.0,1965.0,HomeMaker,0,No,2,0,Yes,No,No,F,1,21,Urban,11.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1
0,0.0,43.0,30670,18.0,Minivan,Private,0,Masters,0,0.0,110705.0,Manager,0,No,0,0,No,No,No,M,6,50,Urban,12.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1
1,1473.0,48.0,11550,13.0,Pickup,Commercial,2,Bachelors,0,170714.0,33422.0,Professional,0,No,13,17831,No,No,Yes,M,1,13,Rural,10.0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0
0,0.0,48.0,6300,1.0,SUV,Private,0,Bachelors,0,0.0,68334.0,Professional,0,No,0,0,No,No,No,F,11,36,Urban,10.0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1
0,0.0,61.0,19770,7.0,SportsCar,Private,0,Masters,0,378194.0,121688.0,Lawyer,0,Yes,0,0,No,No,No,F,12,63,Rural,11.396963956308152,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0
0,0.0,37.0,32410,8.0,Van,Commercial,3,Bachelors,0,273354.0,85267.0,Manager,0,No,8,7427,No,No,No,F,5,69,Urban,7.0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1
0,0.0,44.0,30000,6.0,PanelTruck,Commercial,1,HighSchool,1,191128.0,53483.0,BlueCollar,0,Yes,3,4705,No,No,No,F,4,28,Urban,13.0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1
0,0.0,38.0,8250,7.675182534026427,Minivan,Private,3,HighSchool,2,0.0,29674.0,Clerical,0,No,4,5316,Yes,Yes,No,M,7,21,Urban,13.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1
1,1348.0,44.0,6420,1.0,SUV,Private,2,HighSchool,2,74078.0,6038.0,HomeMaker,1,Yes,0,12003,No,No,No,F,1,25,Urban,14.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1
0,0.0,32.0,18380,14.0,SUV,Private,1,Masters,1,378638.0,136758.0,NotInf,0,Yes,5,28038,No,No,No,F,1,48,Urban,11.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1
0,0.0,41.0,16660,15.0,Minivan,Private,0,Masters,0,283358.0,110624.0,Lawyer,0,Yes,4,0,No,No,No,F,4,8,Urban,12.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1
0,0.0,37.0,13960,21.0,Minivan,Private,3,PhD,2,347575.0,124587.0,Doctor,0,No,5,43183,Yes,Yes,No,M,10,33,Urban,13.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1
0,0.0,34.0,13310,14.0,SportsCar,Private,0,Masters,1,236963.0,84128.0,Professional,0,No,0,0,Yes,No,No,F,3,8,Rural,10.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0
0,0.0,38.0,8480,5.0,Pickup,Private,0,HighSchool,0,111405.0,31831.0,Clerical,0,No,0,0,No,Yes,Yes,M,3,28,Rural,10.0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0
0,0.0,39.0,9730,12.0,SUV,Private,0,Bachelors,0,0.0,10206.0,HomeMaker,0,No,0,0,No,No,No,F,1,32,Urban,7.0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1
0,0.0,62.0,26720,13.0,SUV,Private,3,Masters,3,385125.0,148705.0,Manager,1,Yes,0,5542,No,No,No,F,6,35,Urban,17.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1
0,0.0,50.0,1500,13.0,Minivan,Private,0,Masters,0,149405.0,51135.0,Lawyer,0,Yes,6,0,No,Yes,No,M,17,32,Urban,12.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1
0,0.0,47.0,28920,6.0,SUV,Private,0,Masters,0,371761.0,147216.0,Lawyer,0,Yes,1,0,No,No,No,F,17,41,Urban,9.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1
1,7123.0,36.0,7030,1.0,Pickup,Commercial,0,<HighSchool,0,118468.0,19341.0,BlueCollar,0,No,1,0,No,No,No,M,11,36,Urban,7.0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1
0,0.0,32.0,27790,6.0,PanelTruck,Commercial,0,<HighSchool,3,84057.0,9682.0,Student,0,No,0,0,Yes,No,Yes,M,4,57,Urban,7.0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,1
1,4865.0,46.0,18430,10.0,SportsCar,Private,0,Bachelors,0,226464.0,50159.0,Manager,0,No,3,0,No,No,No,F,3,10,Urban,11.0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1
1,2671.0,55.0,7420,21.0,SportsCar,Private,3,Masters,0,178362.0,59196.0,Lawyer,0,Yes,0,4274,No,No,No,F,4,77,Urban,9.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1
0,0.0,54.0,16970,4.0,Van,Private,0,<HighSchool,0,174220.0,27839.0,BlueCollar,0,Yes,3,0,No,Yes,No,M,3,29,Urban,11.0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1
0,0.0,28.0,25980,11.0,Minivan,Private,0,Bachelors,1,205489.0,64854.0,BlueCollar,0,Yes,0,0,No,No,No,F,1,46,Rural,12.0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0
1,3599.0,42.0,5020,9.0,Pickup,Commercial,3,Bachelors,0,0.0,74379.0,Clerical,0,No,5,2225,No,No,No,M,1,55,Urban,11.0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1
0,0.0,60.0,18490,9.0,Van,Private,0,<HighSchool,0,193148.0,20139.0,Clerical,0,Yes,2,0,No,No,No,M,3,28,Urban,16.0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1
1,3858.0,41.0,10580,18.0,SUV,Private,2,Bachelors,3,140788.0,11233.0,HomeMaker,1,Yes,4,8829,No,No,No,F,7,53,Urban,10.548964916240923,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1
0,0.0,49.0,4070,6.0,Minivan,Private,1,<HighSchool,0,0.0,25738.0,Clerical,0,No,0,5416,No,Yes,No,M,3,28,Urban,12.0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1
0,0.0,40.0,21990,8.0,Minivan,Private,2,Bachelors,0,225934.0,62849.0,Professional,0,Yes,7,7761,No,No,No,F,13,41,Urban,11.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1
